Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 74|74|County Clerk|Write-In||0
City of Kenosha|Wards 74|74|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 74|74|County Treasurer|Write-In||0
City of Kenosha|Wards 74|74|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 74|74|Register of Deeds|Write-In||0
City of Kenosha|Wards 74|74|State Referendum|Yes||0
City of Kenosha|Wards 74|74|State Referendum|No||0
City of Kenosha|Wards 75|75|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 75|75|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 75|75|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 75|75|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 75|75|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 75|75|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 75|75|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 75|75|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 75|75|President / Vice President|Write-In||0
City of Kenosha|Wards 75|75|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 75|75|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 75|75|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 75|75|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 75|75|United States Senator|Write-In||0
City of Kenosha|Wards 75|75|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 75|75|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 75|75|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 75|75|Representative in Congress|Write-In||0
City of Kenosha|Wards 75|75|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
City of Kenosha|Wards 75|75|Representative to the Assembly District 32|REP|Amanda Nedweski|0
City of Kenosha|Wards 75|75|Representative to the Assembly District 32|Write-In||0
City of Kenosha|Wards 75|75|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 75|75|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 75|75|District Attorney|Write-In||0
City of Kenosha|Wards 75|75|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 75|75|County Clerk|Write-In||0
City of Kenosha|Wards 75|75|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 75|75|County Treasurer|Write-In||0
City of Kenosha|Wards 75|75|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 75|75|Register of Deeds|Write-In||0
City of Kenosha|Wards 75|75|State Referendum|Yes||0
City of Kenosha|Wards 75|75|State Referendum|No||0
City of Kenosha|Wards 76|76|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 76|76|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 76|76|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 76|76|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 76|76|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 76|76|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 76|76|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 76|76|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 76|76|President / Vice President|Write-In||0
City of Kenosha|Wards 76|76|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 76|76|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 76|76|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 76|76|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 76|76|United States Senator|Write-In||0
City of Kenosha|Wards 76|76|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 76|76|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 76|76|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 76|76|Representative in Congress|Write-In||0
City of Kenosha|Wards 76|76|Representative to the Assembly District 32|DEM|Michael Dhindsa|0
City of Kenosha|Wards 76|76|Representative to the Assembly District 32|REP|Amanda Nedweski|0
City of Kenosha|Wards 76|76|Representative to the Assembly District 32|Write-In||0
City of Kenosha|Wards 76|76|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 76|76|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 76|76|District Attorney|Write-In||0
City of Kenosha|Wards 76|76|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 76|76|County Clerk|Write-In||0
City of Kenosha|Wards 76|76|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 76|76|County Treasurer|Write-In||0
City of Kenosha|Wards 76|76|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 76|76|Register of Deeds|Write-In||0
City of Kenosha|Wards 76|76|State Referendum|Yes||0
City of Kenosha|Wards 76|76|State Referendum|No||0
City of Kenosha|Wards 77|77|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 77|77|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 77|77|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 77|77|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 77|77|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 77|77|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 77|77|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 77|77|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 77|77|President / Vice President|Write-In||0
City of Kenosha|Wards 77|77|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 77|77|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 77|77|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 77|77|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 77|77|United States Senator|Write-In||0
City of Kenosha|Wards 77|77|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 77|77|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 77|77|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 77|77|Representative in Congress|Write-In||0
City of Kenosha|Wards 77|77|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 77|77|State Senator District 22|Write-In||0
City of Kenosha|Wards 77|77|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 77|77|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 77|77|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 77|77|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 77|77|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 77|77|District Attorney|Write-In||0
City of Kenosha|Wards 77|77|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 77|77|County Clerk|Write-In||0
City of Kenosha|Wards 77|77|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 77|77|County Treasurer|Write-In||0
City of Kenosha|Wards 77|77|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 77|77|Register of Deeds|Write-In||0
City of Kenosha|Wards 77|77|State Referendum|Yes||0
City of Kenosha|Wards 77|77|State Referendum|No||0
City of Kenosha|Wards 78|78|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 78|78|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 78|78|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 78|78|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 78|78|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 78|78|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 78|78|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 78|78|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 78|78|President / Vice President|Write-In||0
City of Kenosha|Wards 78|78|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 78|78|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 78|78|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 78|78|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 78|78|United States Senator|Write-In||0
City of Kenosha|Wards 78|78|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 78|78|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 78|78|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 78|78|Representative in Congress|Write-In||0
City of Kenosha|Wards 78|78|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 78|78|State Senator District 22|Write-In||0
City of Kenosha|Wards 78|78|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 78|78|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 78|78|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 78|78|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 78|78|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 78|78|District Attorney|Write-In||0
City of Kenosha|Wards 78|78|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 78|78|County Clerk|Write-In||0
City of Kenosha|Wards 78|78|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 78|78|County Treasurer|Write-In||0
City of Kenosha|Wards 78|78|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 78|78|Register of Deeds|Write-In||0
City of Kenosha|Wards 78|78|State Referendum|Yes||0
City of Kenosha|Wards 78|78|State Referendum|No||0
City of Kenosha|Wards 79|79|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 79|79|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 79|79|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 79|79|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 79|79|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 79|79|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 79|79|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 79|79|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 79|79|President / Vice President|Write-In||0
City of Kenosha|Wards 79|79|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 79|79|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 79|79|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 79|79|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 79|79|United States Senator|Write-In||0
City of Kenosha|Wards 79|79|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 79|79|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 79|79|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 79|79|Representative in Congress|Write-In||0
City of Kenosha|Wards 79|79|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 79|79|State Senator District 22|Write-In||0
City of Kenosha|Wards 79|79|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 79|79|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 79|79|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 79|79|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 79|79|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 79|79|District Attorney|Write-In||0
City of Kenosha|Wards 79|79|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 79|79|County Clerk|Write-In||0
City of Kenosha|Wards 79|79|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 79|79|County Treasurer|Write-In||0
City of Kenosha|Wards 79|79|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 79|79|Register of Deeds|Write-In||0
City of Kenosha|Wards 79|79|State Referendum|Yes||0
City of Kenosha|Wards 79|79|State Referendum|No||0
City of Kenosha|Wards 80|80|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 80|80|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 80|80|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 80|80|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 80|80|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 80|80|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 80|80|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 80|80|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 80|80|President / Vice President|Write-In||0
City of Kenosha|Wards 80|80|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 80|80|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 80|80|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 80|80|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 80|80|United States Senator|Write-In||0
City of Kenosha|Wards 80|80|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 80|80|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 80|80|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 80|80|Representative in Congress|Write-In||0
City of Kenosha|Wards 80|80|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 80|80|State Senator District 22|Write-In||0
City of Kenosha|Wards 80|80|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 80|80|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 80|80|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 80|80|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 80|80|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 80|80|District Attorney|Write-In||0
City of Kenosha|Wards 80|80|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 80|80|County Clerk|Write-In||0
City of Kenosha|Wards 80|80|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 80|80|County Treasurer|Write-In||0
City of Kenosha|Wards 80|80|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 80|80|Register of Deeds|Write-In||0
City of Kenosha|Wards 80|80|State Referendum|Yes||0
City of Kenosha|Wards 80|80|State Referendum|No||0
City of Kenosha|Wards 81|81|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 81|81|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 81|81|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 81|81|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 81|81|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 81|81|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 81|81|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 81|81|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 81|81|President / Vice President|Write-In||0
City of Kenosha|Wards 81|81|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 81|81|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 81|81|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 81|81|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 81|81|United States Senator|Write-In||0
City of Kenosha|Wards 81|81|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 81|81|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 81|81|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 81|81|Representative in Congress|Write-In||0
City of Kenosha|Wards 81|81|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 81|81|State Senator District 22|Write-In||0
City of Kenosha|Wards 81|81|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 81|81|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 81|81|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 81|81|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 81|81|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 81|81|District Attorney|Write-In||0
City of Kenosha|Wards 81|81|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 81|81|County Clerk|Write-In||0
City of Kenosha|Wards 81|81|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 81|81|County Treasurer|Write-In||0
City of Kenosha|Wards 81|81|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 81|81|Register of Deeds|Write-In||0
City of Kenosha|Wards 81|81|State Referendum|Yes||0
City of Kenosha|Wards 81|81|State Referendum|No||0
City of Kenosha|Wards 82|82|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
