Municipality|Ward_Name|Ward_Number|Contest|Candidate|Votes
City of Kenosha|Wards 37|37|DEM County Treasurer|Write-In|0
City of Kenosha|Wards 37|37|DEM Register of Deeds|Jennifer Mack|112
City of Kenosha|Wards 37|37|DEM Register of Deeds|Write-In|0
City of Kenosha|Wards 37|37|REP United States Senator|Eric Hovde|56
City of Kenosha|Wards 37|37|REP United States Senator|Charles E. Barman|6
City of Kenosha|Wards 37|37|REP United States Senator|Rejani Raveendran|0
City of Kenosha|Wards 37|37|REP United States Senator|Write-In|0
City of Kenosha|Wards 37|37|REP Representative in Congress|Bryan Steil|61
City of Kenosha|Wards 37|37|REP Representative in Congress|Write-In|0
City of Kenosha|Wards 37|37|REP State Senator District 22|Write-In|0
City of Kenosha|Wards 37|37|REP Representative to the Assembly District 65|Brian Gonzales|54
City of Kenosha|Wards 37|37|REP Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 37|37|REP District Attorney|Xavier Solis|49
City of Kenosha|Wards 37|37|REP District Attorney|Write-In|0
City of Kenosha|Wards 37|37|REP County Clerk|Write-In|0
City of Kenosha|Wards 37|37|REP County Treasurer|Write-In|0
City of Kenosha|Wards 37|37|REP Register of Deeds|Write-In|0
City of Kenosha|Wards 37|37|CON United States Senator|Write-In|0
City of Kenosha|Wards 37|37|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 37|37|CON State Senator District 22|Write-In|0
City of Kenosha|Wards 37|37|CON Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 37|37|CON District Attorney|Write-In|0
City of Kenosha|Wards 37|37|CON County Clerk|Write-In|0
City of Kenosha|Wards 37|37|CON County Treasurer|Write-In|0
City of Kenosha|Wards 37|37|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 37|37|LIB United States Senator|Write-In|0
City of Kenosha|Wards 37|37|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 37|37|LIB State Senator District 22|Write-In|0
City of Kenosha|Wards 37|37|LIB Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 37|37|LIB District Attorney|Write-In|0
City of Kenosha|Wards 37|37|LIB County Clerk|Write-In|0
City of Kenosha|Wards 37|37|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 37|37|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 37|37|GRN United States Senator|Write-In|0
City of Kenosha|Wards 37|37|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 37|37|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 37|37|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 37|37|GRN Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 37|37|GRN District Attorney|Write-In|0
City of Kenosha|Wards 37|37|GRN County Clerk|Write-In|0
City of Kenosha|Wards 37|37|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 37|37|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 37|37|State Referendum - Question 1|No|105
City of Kenosha|Wards 37|37|State Referendum - Question 1|Yes|72
City of Kenosha|Wards 37|37|State Referendum - Question 2|No|109
City of Kenosha|Wards 37|37|State Referendum - Question 2|Yes|66
City of Kenosha|Wards 38|38|Party Preference Section|Democratic|236
City of Kenosha|Wards 38|38|Party Preference Section|Republican|152
City of Kenosha|Wards 38|38|Party Preference Section|Constitution|1
City of Kenosha|Wards 38|38|Party Preference Section|Libertarian|0
City of Kenosha|Wards 38|38|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 38|38|DEM United States Senator|Tammy Baldwin|234
City of Kenosha|Wards 38|38|DEM United States Senator|Write-In|0
City of Kenosha|Wards 38|38|DEM Representative in Congress|Peter Barca|225
City of Kenosha|Wards 38|38|DEM Representative in Congress|Write-In|0
City of Kenosha|Wards 38|38|DEM State Senator District 22|Robert W. Wirch|223
City of Kenosha|Wards 38|38|DEM State Senator District 22|Write-In|1
City of Kenosha|Wards 38|38|DEM Representative to the Assembly District 65|Ben DeSmidt|146
City of Kenosha|Wards 38|38|DEM Representative to the Assembly District 65|Kyle Flood|69
City of Kenosha|Wards 38|38|DEM Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 38|38|DEM District Attorney|Carli McNeill|211
City of Kenosha|Wards 38|38|DEM District Attorney|Write-In|0
City of Kenosha|Wards 38|38|DEM County Clerk|Regi Waligora|208
City of Kenosha|Wards 38|38|DEM County Clerk|Write-In|0
City of Kenosha|Wards 38|38|DEM County Treasurer|Teri Jacobson|210
City of Kenosha|Wards 38|38|DEM County Treasurer|Write-In|0
City of Kenosha|Wards 38|38|DEM Register of Deeds|Jennifer Mack|206
City of Kenosha|Wards 38|38|DEM Register of Deeds|Write-In|0
City of Kenosha|Wards 38|38|REP United States Senator|Eric Hovde|139
City of Kenosha|Wards 38|38|REP United States Senator|Charles E. Barman|12
City of Kenosha|Wards 38|38|REP United States Senator|Rejani Raveendran|5
City of Kenosha|Wards 38|38|REP United States Senator|Write-In|0
City of Kenosha|Wards 38|38|REP Representative in Congress|Bryan Steil|145
City of Kenosha|Wards 38|38|REP Representative in Congress|Write-In|1
City of Kenosha|Wards 38|38|REP State Senator District 22|Write-In|7
City of Kenosha|Wards 38|38|REP Representative to the Assembly District 65|Brian Gonzales|133
City of Kenosha|Wards 38|38|REP Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 38|38|REP District Attorney|Xavier Solis|129
City of Kenosha|Wards 38|38|REP District Attorney|Write-In|0
City of Kenosha|Wards 38|38|REP County Clerk|Write-In|3
City of Kenosha|Wards 38|38|REP County Treasurer|Write-In|4
City of Kenosha|Wards 38|38|REP Register of Deeds|Write-In|2
City of Kenosha|Wards 38|38|CON United States Senator|Write-In|0
City of Kenosha|Wards 38|38|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 38|38|CON State Senator District 22|Write-In|0
City of Kenosha|Wards 38|38|CON Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 38|38|CON District Attorney|Write-In|0
City of Kenosha|Wards 38|38|CON County Clerk|Write-In|0
City of Kenosha|Wards 38|38|CON County Treasurer|Write-In|0
City of Kenosha|Wards 38|38|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 38|38|LIB United States Senator|Write-In|0
City of Kenosha|Wards 38|38|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 38|38|LIB State Senator District 22|Write-In|0
City of Kenosha|Wards 38|38|LIB Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 38|38|LIB District Attorney|Write-In|0
City of Kenosha|Wards 38|38|LIB County Clerk|Write-In|0
City of Kenosha|Wards 38|38|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 38|38|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 38|38|GRN United States Senator|Write-In|0
City of Kenosha|Wards 38|38|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 38|38|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 38|38|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 38|38|GRN Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 38|38|GRN District Attorney|Write-In|0
City of Kenosha|Wards 38|38|GRN County Clerk|Write-In|0
City of Kenosha|Wards 38|38|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 38|38|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 38|38|State Referendum - Question 1|No|235
City of Kenosha|Wards 38|38|State Referendum - Question 1|Yes|154
City of Kenosha|Wards 38|38|State Referendum - Question 2|No|235
City of Kenosha|Wards 38|38|State Referendum - Question 2|Yes|155
City of Kenosha|Wards 39|39|Party Preference Section|Democratic|237
City of Kenosha|Wards 39|39|Party Preference Section|Republican|104
City of Kenosha|Wards 39|39|Party Preference Section|Constitution|0
City of Kenosha|Wards 39|39|Party Preference Section|Libertarian|0
City of Kenosha|Wards 39|39|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 39|39|DEM United States Senator|Tammy Baldwin|226
City of Kenosha|Wards 39|39|DEM United States Senator|Write-In|1
City of Kenosha|Wards 39|39|DEM Representative in Congress|Peter Barca|222
City of Kenosha|Wards 39|39|DEM Representative in Congress|Write-In|1
City of Kenosha|Wards 39|39|DEM State Senator District 22|Robert W. Wirch|227
City of Kenosha|Wards 39|39|DEM State Senator District 22|Write-In|1
City of Kenosha|Wards 39|39|DEM Representative to the Assembly District 65|Ben DeSmidt|156
City of Kenosha|Wards 39|39|DEM Representative to the Assembly District 65|Kyle Flood|64
City of Kenosha|Wards 39|39|DEM Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 39|39|DEM District Attorney|Carli McNeill|214
City of Kenosha|Wards 39|39|DEM District Attorney|Write-In|1
City of Kenosha|Wards 39|39|DEM County Clerk|Regi Waligora|211
City of Kenosha|Wards 39|39|DEM County Clerk|Write-In|1
City of Kenosha|Wards 39|39|DEM County Treasurer|Teri Jacobson|217
City of Kenosha|Wards 39|39|DEM County Treasurer|Write-In|1
City of Kenosha|Wards 39|39|DEM Register of Deeds|Jennifer Mack|215
City of Kenosha|Wards 39|39|DEM Register of Deeds|Write-In|1
City of Kenosha|Wards 39|39|REP United States Senator|Eric Hovde|103
City of Kenosha|Wards 39|39|REP United States Senator|Charles E. Barman|4
City of Kenosha|Wards 39|39|REP United States Senator|Rejani Raveendran|3
City of Kenosha|Wards 39|39|REP United States Senator|Write-In|0
City of Kenosha|Wards 39|39|REP Representative in Congress|Bryan Steil|102
City of Kenosha|Wards 39|39|REP Representative in Congress|Write-In|0
City of Kenosha|Wards 39|39|REP State Senator District 22|Write-In|2
City of Kenosha|Wards 39|39|REP Representative to the Assembly District 65|Brian Gonzales|99
City of Kenosha|Wards 39|39|REP Representative to the Assembly District 65|Write-In|1
City of Kenosha|Wards 39|39|REP District Attorney|Xavier Solis|101
City of Kenosha|Wards 39|39|REP District Attorney|Write-In|0
City of Kenosha|Wards 39|39|REP County Clerk|Write-In|2
City of Kenosha|Wards 39|39|REP County Treasurer|Write-In|2
City of Kenosha|Wards 39|39|REP Register of Deeds|Write-In|2
City of Kenosha|Wards 39|39|CON United States Senator|Write-In|0
City of Kenosha|Wards 39|39|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 39|39|CON State Senator District 22|Write-In|0
City of Kenosha|Wards 39|39|CON Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 39|39|CON District Attorney|Write-In|0
City of Kenosha|Wards 39|39|CON County Clerk|Write-In|0
City of Kenosha|Wards 39|39|CON County Treasurer|Write-In|0
City of Kenosha|Wards 39|39|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 39|39|LIB United States Senator|Write-In|0
City of Kenosha|Wards 39|39|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 39|39|LIB State Senator District 22|Write-In|0
City of Kenosha|Wards 39|39|LIB Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 39|39|LIB District Attorney|Write-In|0
City of Kenosha|Wards 39|39|LIB County Clerk|Write-In|0
City of Kenosha|Wards 39|39|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 39|39|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 39|39|GRN United States Senator|Write-In|0
City of Kenosha|Wards 39|39|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 39|39|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 39|39|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 39|39|GRN Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 39|39|GRN District Attorney|Write-In|0
City of Kenosha|Wards 39|39|GRN County Clerk|Write-In|0
City of Kenosha|Wards 39|39|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 39|39|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 39|39|State Referendum - Question 1|No|235
City of Kenosha|Wards 39|39|State Referendum - Question 1|Yes|121
City of Kenosha|Wards 39|39|State Referendum - Question 2|No|228
City of Kenosha|Wards 39|39|State Referendum - Question 2|Yes|133
City of Kenosha|Wards 40|40|Party Preference Section|Democratic|76
City of Kenosha|Wards 40|40|Party Preference Section|Republican|41
City of Kenosha|Wards 40|40|Party Preference Section|Constitution|0
City of Kenosha|Wards 40|40|Party Preference Section|Libertarian|0
City of Kenosha|Wards 40|40|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 40|40|DEM United States Senator|Tammy Baldwin|75
City of Kenosha|Wards 40|40|DEM United States Senator|Write-In|0
City of Kenosha|Wards 40|40|DEM Representative in Congress|Peter Barca|74
City of Kenosha|Wards 40|40|DEM Representative in Congress|Write-In|0
City of Kenosha|Wards 40|40|DEM State Senator District 22|Robert W. Wirch|73
City of Kenosha|Wards 40|40|DEM State Senator District 22|Write-In|0
City of Kenosha|Wards 40|40|DEM Representative to the Assembly District 65|Ben DeSmidt|50
City of Kenosha|Wards 40|40|DEM Representative to the Assembly District 65|Kyle Flood|21
City of Kenosha|Wards 40|40|DEM Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 40|40|DEM District Attorney|Carli McNeill|72
City of Kenosha|Wards 40|40|DEM District Attorney|Write-In|0
City of Kenosha|Wards 40|40|DEM County Clerk|Regi Waligora|71
City of Kenosha|Wards 40|40|DEM County Clerk|Write-In|0
City of Kenosha|Wards 40|40|DEM County Treasurer|Teri Jacobson|74
City of Kenosha|Wards 40|40|DEM County Treasurer|Write-In|0
City of Kenosha|Wards 40|40|DEM Register of Deeds|Jennifer Mack|71
City of Kenosha|Wards 40|40|DEM Register of Deeds|Write-In|0
City of Kenosha|Wards 40|40|REP United States Senator|Eric Hovde|37
City of Kenosha|Wards 40|40|REP United States Senator|Charles E. Barman|3
City of Kenosha|Wards 40|40|REP United States Senator|Rejani Raveendran|0
City of Kenosha|Wards 40|40|REP United States Senator|Write-In|0
City of Kenosha|Wards 40|40|REP Representative in Congress|Bryan Steil|38
City of Kenosha|Wards 40|40|REP Representative in Congress|Write-In|0
City of Kenosha|Wards 40|40|REP State Senator District 22|Write-In|1
City of Kenosha|Wards 40|40|REP Representative to the Assembly District 65|Brian Gonzales|36
City of Kenosha|Wards 40|40|REP Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 40|40|REP District Attorney|Xavier Solis|34
City of Kenosha|Wards 40|40|REP District Attorney|Write-In|0
City of Kenosha|Wards 40|40|REP County Clerk|Write-In|1
City of Kenosha|Wards 40|40|REP County Treasurer|Write-In|2
City of Kenosha|Wards 40|40|REP Register of Deeds|Write-In|1
City of Kenosha|Wards 40|40|CON United States Senator|Write-In|0
City of Kenosha|Wards 40|40|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 40|40|CON State Senator District 22|Write-In|0
City of Kenosha|Wards 40|40|CON Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 40|40|CON District Attorney|Write-In|0
City of Kenosha|Wards 40|40|CON County Clerk|Write-In|0
City of Kenosha|Wards 40|40|CON County Treasurer|Write-In|0
City of Kenosha|Wards 40|40|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 40|40|LIB United States Senator|Write-In|0
City of Kenosha|Wards 40|40|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 40|40|LIB State Senator District 22|Write-In|0
City of Kenosha|Wards 40|40|LIB Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 40|40|LIB District Attorney|Write-In|0
City of Kenosha|Wards 40|40|LIB County Clerk|Write-In|0
City of Kenosha|Wards 40|40|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 40|40|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 40|40|GRN United States Senator|Write-In|0
City of Kenosha|Wards 40|40|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 40|40|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 40|40|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 40|40|GRN Representative to the Assembly District 65|Write-In|0
City of Kenosha|Wards 40|40|GRN District Attorney|Write-In|0
City of Kenosha|Wards 40|40|GRN County Clerk|Write-In|0
City of Kenosha|Wards 40|40|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 40|40|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 40|40|State Referendum - Question 1|No|66
City of Kenosha|Wards 40|40|State Referendum - Question 1|Yes|46
City of Kenosha|Wards 40|40|State Referendum - Question 2|No|69
City of Kenosha|Wards 40|40|State Referendum - Question 2|Yes|45
City of Kenosha|Wards 41|41|Party Preference Section|Democratic|76
City of Kenosha|Wards 41|41|Party Preference Section|Republican|39
City of Kenosha|Wards 41|41|Party Preference Section|Libertarian|1
City of Kenosha|Wards 41|41|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 41|41|Party Preference Section|Constitution|0
City of Kenosha|Wards 41|41|DEM United States Senator|Tammy Baldwin|73
City of Kenosha|Wards 41|41|DEM United States Senator|Write-In|1
City of Kenosha|Wards 41|41|DEM Representative in Congress|Peter Barca|75
City of Kenosha|Wards 41|41|DEM Representative in Congress|Write-In|0
City of Kenosha|Wards 41|41|DEM State Senator District 22|Robert W. Wirch|76
City of Kenosha|Wards 41|41|DEM State Senator District 22|Write-In|0
